user_id,profile_name,date,weekday,hour,event,social_event,is_study_planned,planned_minutes,estimated_quality,rationale
A_light,Light Student,2025-02-01,5,0,none,none,0,0,39,Free hour; quality 39
A_light,Light Student,2025-02-01,5,1,none,none,0,0,34,Free hour; quality 34
A_light,Light Student,2025-02-01,5,2,none,none,0,0,40,Free hour; quality 40
A_light,Light Student,2025-02-01,5,3,none,none,0,0,47,Free hour; quality 47
A_light,Light Student,2025-02-01,5,4,none,none,0,0,33,Free hour; quality 33
A_light,Light Student,2025-02-01,5,5,none,none,0,0,33,Free hour; quality 33
A_light,Light Student,2025-02-01,5,6,none,none,1,25,63,Planned study 25min; quality 63
A_light,Light Student,2025-02-01,5,7,none,none,0,0,46,Free hour; quality 46
A_light,Light Student,2025-02-01,5,8,none,none,0,5,54,Free hour; quality 54
A_light,Light Student,2025-02-01,5,9,none,none,0,0,46,Free hour; quality 46
A_light,Light Student,2025-02-01,5,10,none,none,0,0,52,Free hour; quality 52
A_light,Light Student,2025-02-01,5,11,none,none,0,0,35,Free hour; quality 35
A_light,Light Student,2025-02-01,5,12,none,none,0,0,36,Free hour; quality 36
A_light,Light Student,2025-02-01,5,13,none,none,0,0,46,Free hour; quality 46
A_light,Light Student,2025-02-01,5,14,none,none,0,0,62,Free hour; quality 62
A_light,Light Student,2025-02-01,5,15,none,none,0,0,52,Free hour; quality 52
A_light,Light Student,2025-02-01,5,16,none,none,1,15,78,Planned study 15min; quality 78
A_light,Light Student,2025-02-01,5,17,none,none,0,0,53,Free hour; quality 53
A_light,Light Student,2025-02-01,5,18,gym,none,0,0,0,Blocked by gym
A_light,Light Student,2025-02-01,5,19,none,none,0,0,37,Free hour; quality 37
A_light,Light Student,2025-02-01,5,20,none,none,0,0,48,Free hour; quality 48
A_light,Light Student,2025-02-01,5,21,none,none,0,0,45,Free hour; quality 45
A_light,Light Student,2025-02-01,5,22,none,none,0,0,65,Free hour; quality 65
A_light,Light Student,2025-02-01,5,23,none,none,0,0,35,Free hour; quality 35
A_light,Light Student,2025-02-02,6,0,none,none,0,0,27,Free hour; quality 27
A_light,Light Student,2025-02-02,6,1,none,none,0,0,42,Free hour; quality 42
A_light,Light Student,2025-02-02,6,2,none,none,0,0,25,Free hour; quality 25
A_light,Light Student,2025-02-02,6,3,none,none,0,0,37,Free hour; quality 37
A_light,Light Student,2025-02-02,6,4,none,none,0,0,19,Free hour; quality 19
A_light,Light Student,2025-02-02,6,5,none,none,0,0,24,Free hour; quality 24
A_light,Light Student,2025-02-02,6,6,none,none,0,0,52,Free hour; quality 52
A_light,Light Student,2025-02-02,6,7,none,none,0,0,56,Free hour; quality 56
A_light,Light Student,2025-02-02,6,8,none,none,0,0,51,Free hour; quality 51
A_light,Light Student,2025-02-02,6,9,none,none,0,0,49,Free hour; quality 49
A_light,Light Student,2025-02-02,6,10,none,none,0,0,48,Free hour; quality 48
A_light,Light Student,2025-02-02,6,11,none,none,0,0,38,Free hour; quality 38
A_light,Light Student,2025-02-02,6,12,none,none,0,0,44,Free hour; quality 44
A_light,Light Student,2025-02-02,6,13,none,none,0,0,46,Free hour; quality 46
A_light,Light Student,2025-02-02,6,14,none,none,0,5,79,Free hour; quality 79
A_light,Light Student,2025-02-02,6,15,none,none,0,5,68,Free hour; quality 68
A_light,Light Student,2025-02-02,6,16,none,none,1,35,79,Planned study 35min; quality 79
A_light,Light Student,2025-02-02,6,17,none,none,0,0,59,Free hour; quality 59
A_light,Light Student,2025-02-02,6,18,meeting_friends,meeting_friends,0,0,0,Blocked by meeting_friends
A_light,Light Student,2025-02-02,6,19,none,none,0,0,27,Free hour; quality 27
A_light,Light Student,2025-02-02,6,20,none,none,0,0,41,Free hour; quality 41
A_light,Light Student,2025-02-02,6,21,none,none,0,0,40,Free hour; quality 40
A_light,Light Student,2025-02-02,6,22,none,none,0,0,57,Free hour; quality 57
A_light,Light Student,2025-02-02,6,23,none,none,0,0,46,Free hour; quality 46
